TIME,RACH stp att,RACH Stp Completion SR,Comp Cont based RACH stp SR,RRC stp att,RRC conn stp SR,E-UTRAN avg RRC conn UEs,RRC_CONNECTED_UE_AVG,E-RAB SAtt,E-UTRAN E-RAB stp SR,ERAB DR; RAN View,E-RAB Stp Att; QCI8,Inter-freq HO att,E-UTRAN Inter-Freq HO SR,E-UTRAN Intra-Freq HO SR,ATT_INTRA_ENB_HO,Intra eNB HO SR,inter eNB E-UTRAN HO SR X2,E-UTRAN avg IP sched thp DL; QCI8,E-UTRAN avg IP sched thp UL; QCI8,E-UTRAN Avg PRB usage per TTI DL,Avg PRB usage per TTI UL,PDCP SDU Volume; DL,PDCP SDU Volume; UL,ERAB Stp Att; QCI1,ERAB Stp SR; QCI1,ERAB DR; RAN View; QCI1,VoLTE traffic,DL MAC PDU VOL SCell,CA_UE_Scell_CONF_SCell_AVG,NUM_CA_UE_SERV_CELL_AVG,NUM_NON_CA_UE_SERV_CELL_AVG,Avg nbr UEs in serv cell,RLC_PDU_DL_VOL_CA_PCELL,RLC_VOL_DL_DRB_SCELL_UE,RLC_VOL_DL_SRB_DRB_NON_CA,PDCP_PDU_X2_DL_SCG,Total DL RLC Volume 1,Average CQI,Avg SINR for PUCCH,Avg SINR for PUSCH,Avg MCS PDSCH trans,Avg MCS PUSCH trans,Avg UE PWR Headroom PUSCH,LTE Interference Power (Ave PUSCH),E-UTRAN PDCP SDU DL QCI1 LR,E-UTRAN PDCP SDU UL QCI1 LR,QCI1 BLER; DL,QCI1 BLER; UL,Avg PDCP SDU Delay DL QCI1,AVG_HARQ_DELAY_QCI1_UL,Avg Latency DL,Avg UEs activ 3 SCells DL,Avg nbr UEs activ 4 Scells,Max PDCP Thr DL,Max PDCP Thr UL,RSRP_Avg,Measured_RSRP_AVE,Avg DL nonGBR IP thp CA active UEs 2 CCS,Avg DL nonGBR IP thp CA active UEs 3 CCS,Avg DL nonGBR IP thp CA active UEs 4 CCS
3/14/2024,10651804358,97.75,88.01,4445443805,99.75,16.17,16.31,6473506039,99.8,0.17,3544960568,447431657,96.03,99.21,617837797,97.93,98.73,17641.29,918.37,23.43,6.32,7843978228,593095767.4,6642588,99.94,0.07,103973.9,2.52517E+13,2256.14,3522.33,342.97,38.65,4.34628E+12,2.56685E+12,1.10597E+12,1.25815E+14,8144917.49,9.03,10.32,13.79,12.56,16.14,5.92,-114.17,0.1,0.36,0.1,0.56,9.6,6.02,23.47,0.09,0,717.45,102.51,-95.43215791,-95.43,18828.945,20948.269,26278.998
3/15/2024,10871829018,97.61,87.49,4493865172,99.75,16.23,16.36,6547397664,99.8,0.18,3578107559,462768037,96.06,99.19,646196646,97.96,98.72,17620.67,912.84,23.28,6.32,7810023002,593539589.4,6924425,99.94,0.07,104885.41,2.49113E+13,2266.79,3536.48,344.66,38.81,4.33792E+12,2.532E+12,1.11182E+12,1.22515E+14,8104246.13,9.05,10.31,13.79,12.54,16.11,5.92,-114.21,0.11,0.37,0.1,0.57,9.79,6.15,23.46,0.09,0,615.17,102.22,-95.43719512,-95.44,18787.063,21144.105,26706.763
3/16/2024,10544380502,97.3,86.6,4338907472,99.74,15.81,15.9,6303986266,99.79,0.18,3431857414,455940416,95.95,99.19,626241660,97.91,98.7,17764.18,912.84,24.76,6.44,8389090373,611289633.5,5255557,99.93,0.07,71248.82,2.66792E+13,2174.89,3402.88,340.28,37.43,4.62351E+12,2.71113E+12,1.23123E+12,1.24857E+14,8690728.25,8.98,10.3,13.7,12.62,16.09,5.85,-114.2,0.12,0.39,0.12,0.58,8.36,5.26,24.41,0.09,0,668.85,76.91,-95.54971037,-95.55,18743.685,21667.805,28133.303
3/17/2024,10241324111,97.14,86.62,4216597314,99.73,15.59,15.65,6122876974,99.8,0.18,3328234351,444396648,95.9,99.14,600071718,97.85,98.63,17279.94,911.62,25.08,6.49,8510546378,617642634.3,4347618,99.93,0.08,59508.77,2.70348E+13,2134.83,3341.17,337.26,36.78,4.68364E+12,2.74745E+12,1.25607E+12,1.23906E+14,8811067.96,8.96,10.3,13.67,12.65,16.1,5.7,-114.17,0.12,0.41,0.12,0.58,7.42,4.69,24.8,0.09,0,635.48,78.37,-95.77222156,-95.77,18303.489,20787.032,26933.019
3/18/2024,10578706192,97.72,88.26,4433777580,99.75,16.05,16.18,6478023449,99.8,0.17,3520611816,468252743,96.15,99.22,630125452,97.93,98.75,17733.9,924.99,22.86,6.36,7704368496,598178514,6775552,99.94,0.07,106358.14,2.43378E+13,2233.98,3483.43,347.06,38.3,4.28493E+12,2.47229E+12,1.11635E+12,1.20521E+14,7994088.95,9.06,10.34,13.76,12.55,16.12,5.81,-114.25,0.1,0.37,0.1,0.56,9.54,6.03,23.08,0.09,0,714.98,85.9,-95.65171815,-95.65,19048.488,21171.408,26512.885
3/19/2024,10511861984,97.76,88.46,4454888276,99.75,16.02,16.16,6513754499,99.8,0.17,3532400076,469443941,96.18,99.22,627567737,97.94,98.75,17616.81,916.13,22.92,6.33,7732638763,596203355.6,6759323,99.94,0.07,106124.15,2.43841E+13,2227.22,3472.34,348.5,38.21,4.27619E+12,2.47815E+12,1.14899E+12,1.21856E+14,8025181.78,9.06,10.35,13.78,12.56,16.13,5.81,-114.24,0.11,0.37,0.1,0.56,9.55,6.05,23.09,0.09,0,722.12,88.74,-95.63198556,-95.63,18926.444,21023.012,26221.667
3/20/2024,9994611200,97.58,87.65,4467640356,99.75,16.03,16.18,6536602370,99.79,0.17,3534924115,473184781,96.18,99.22,639327998,97.96,98.76,17746.88,909.91,22.66,6.61,7661645429,595305503.9,6861866,99.94,0.07,106744.8,2.41673E+13,2238.48,3488.19,347.37,38.36,4.24328E+12,2.45589E+12,1.14033E+12,1.29476E+14,7968982.82,9.06,10.23,13.97,12.51,16.34,5.8,-114.05,0.11,0.38,0.1,0.56,9.58,6.09,22.99,0.09,0,742.7,88.87,-95.45556225,-95.46,19122.132,21382.314,26801.099
3/21/2024,9440834971,97.41,86.68,4448237612,99.75,16.13,16.28,6501065787,99.79,0.18,3509092756,473343673,96.11,99.2,639245146,97.92,98.73,17356.79,892,23.41,6.95,7938213929,601377073.7,6807288,99.94,0.07,106373.7,2.53491E+13,2254.58,3511.34,350.93,38.62,4.36271E+12,2.57909E+12,1.18943E+12,1.42933E+14,8274171.04,9,10.09,14.12,12.49,16.54,5.66,-113.9,0.11,0.38,0.11,0.57,9.55,6.08,23.69,0.1,0,678.76,98.33,-95.45723371,-95.46,18756.102,20900.459,26295
3/22/2024,9656703177,97.26,85.79,4494805424,99.74,16.31,16.46,6568039318,99.78,0.18,3533588444,490955440,96.12,99.17,670543498,97.93,98.71,17371.26,877.13,23.54,7.04,7981185627,603939167.1,7144904,99.93,0.07,107904.9,2.53298E+13,2281.82,3551.67,356.46,39.08,4.39594E+12,2.57607E+12,1.19856E+12,1.38866E+14,8309443.36,9,10.04,14.11,12.45,16.5,5.65,-113.85,0.11,0.39,0.11,0.58,9.77,6.23,23.76,0.1,0,649.61,84.55,-95.3868352,-95.39,18702.679,21162.223,26642.106
3/23/2024,9416250975,96.96,85.57,4368923185,99.73,15.97,16.04,6364513634,99.77,0.19,3408596259,495039869,96.02,99.17,655788384,97.86,98.69,17256.54,869.4,25.19,7.18,8620242335,627407075.7,5535876,99.93,0.08,73922.83,2.73098E+13,2198.62,3430.93,351.71,37.83,4.71897E+12,2.77677E+12,1.31492E+12,1.36382E+14,8947043.93,8.93,10.04,13.95,12.53,16.41,5.51,-113.88,0.12,0.42,0.12,0.6,8.45,5.42,24.77,0.1,0,596.52,97.08,-95.70081563,-95.7,18498.265,21439.874,27807.258
3/24/2024,9086970777,96.86,85.25,4227674528,99.72,15.69,15.74,6159988298,99.77,0.19,3295622867,480313905,95.99,99.12,620886180,97.81,98.6,16727.64,860.49,25.55,7.2,8765081111,629342559.4,4557981,99.9,0.09,61667.67,2.7603E+13,2142.11,3343.55,352.72,36.96,4.763E+12,2.80689E+12,1.38666E+12,1.3641E+14,9092968.09,8.9,10.05,13.89,12.56,16.4,5.33,-113.9,0.13,0.44,0.13,0.61,7.5,4.85,25.14,0.1,0,676.27,94.25,-96.00780629,-96.01,18125.563,20661.366,26645.458
3/25/2024,9780789331,97.47,86.78,4458030067,99.73,16.16,16.29,6539728508,99.78,0.19,3499750703,499512032,96.17,99.2,652390261,97.91,98.71,17645.26,893.72,23.21,6.85,7927981391,608872501.1,6988214,99.93,0.07,109125.78,2.50911E+13,2262.62,3516.72,354.28,38.71,4.38621E+12,2.55241E+12,1.16894E+12,1.29045E+14,8236610.96,9.02,10.15,13.94,12.51,16.33,5.52,-114.05,0.11,0.39,0.11,0.58,9.57,6.18,23.52,0.1,0,714.1,101.74,-95.85485409,-95.85,18933.373,21178.436,26481.195
3/26/2024,10739061908,97.66,87.81,4530466910,99.74,16.01,16.15,6668749478,99.79,0.18,3555484560,509542708,96.21,99.2,661116982,97.89,98.72,17493.22,898.3,23.36,6.33,8011384511,605126823.5,7038613,99.94,0.07,109430.72,2.56754E+13,2260.04,3507.76,345.41,38.53,4.43007E+12,2.61392E+12,1.14132E+12,1.23114E+14,8308430.45,9.03,10.34,13.67,12.58,15.97,5.73,-114.22,0.11,0.38,0.11,0.57,9.65,6.14,23.78,0.1,0,626.43,89.28,-95.82820071,-95.83,18822.981,20976.26,26215.067
3/27/2024,10873652611,97.63,87.96,4552573799,99.75,16.06,16.21,6707187204,99.79,0.18,3563992854,508338311,96.2,99.2,662546882,97.89,98.72,17463.05,903.13,23.56,6.28,8107962443,606885928.5,7099499,99.94,0.07,110186.67,2.61784E+13,2279.91,3535.98,342.77,38.79,4.47724E+12,2.66621E+12,1.14357E+12,1.27933E+14,8414956.17,9.03,10.35,13.7,12.61,15.99,5.86,-114.23,0.11,0.37,0.1,0.56,9.7,6.14,24.05,0.1,0,692.1,96.71,-95.64978035,-95.65,18692.447,20867.16,25941.33
3/28/2024,11058659058,97.52,87.32,4577624811,99.74,16.15,16.28,6749542779,99.78,0.18,3575986563,520598043,96.15,99.18,673248284,97.85,98.69,17264.38,893.02,24.01,6.31,8264269277,610506571.9,7042858,99.93,0.07,109168.02,2.69106E+13,2295.09,3556.52,344.68,39.01,4.54344E+12,2.74367E+12,1.16137E+12,1.32069E+14,8580557.71,9,10.34,13.62,12.6,15.9,5.79,-114.17,0.11,0.38,0.11,0.57,9.69,6.17,24.45,0.11,0,598.95,94.12,-95.7242862,-95.72,18526.989,20664.621,25952.093
3/29/2024,11286821528,97.45,86.7,4620640520,99.74,16.23,16.36,6820438802,99.78,0.19,3600129659,533134899,96.13,99.17,699156638,97.86,98.7,17490.15,892.3,23.63,6.29,8151828387,607490576.3,7352979,99.93,0.07,111361.8,2.6169E+13,2308.9,3575.94,346.73,39.23,4.49584E+12,2.66632E+12,1.16537E+12,1.24405E+14,8451940.45,9.03,10.3,13.62,12.58,15.87,5.8,-114.17,0.11,0.38,0.11,0.57,9.91,6.29,24.23,0.1,0,659.75,87.02,-95.608701,-95.61,18689.283,21247.788,26901.075
3/30/2024,10907882386,97.23,86.54,4459173165,99.73,15.91,15.99,6563488983,99.77,0.19,3453439146,525035035,96.05,99.17,674699326,97.81,98.66,17358.18,889.76,25.44,6.44,8850467431,630857909.6,5729163,99.93,0.07,77031.1,2.83468E+13,2229.59,3463.14,343.61,38.07,4.83934E+12,2.88708E+12,1.30367E+12,1.24928E+14,9155015.39,8.96,10.3,13.53,12.65,15.86,5.67,-114.2,0.12,0.41,0.12,0.59,8.59,5.45,25.17,0.11,0,767.37,80.81,-95.85418766,-95.85,18467.162,21441.956,27547.344
3/31/2024,10458265783,97.19,86.61,4287343019,99.72,15.63,15.68,6305134075,99.77,0.19,3315482658,509589909,96.01,99.11,634472021,97.73,98.57,16577.15,879.87,26,6.51,9015839069,639100566.1,4693699,99.92,0.08,65126.13,2.89679E+13,2180.78,3388.56,338.86,37.27,4.91294E+12,2.9518E+12,1.33271E+12,1.25658E+14,9323110.01,8.91,10.32,13.46,12.65,15.84,5.46,-114.2,0.13,0.42,0.13,0.59,7.64,4.88,25.62,0.11,0,628.05,91.71,-96.2515325,-96.25,17698.005,20120.255,25899.484
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
